ID,category_big,category_medium,area,1 tsagiin tsalin 10'000 aas deesh,huwtsaslalt chuluutei,lucn baigaa,tsalin daily/weekly,suragch ajillaj bolno,bogino hugatsaagaar ajillaj bolno,7 honogt 3aas deesh ajilna,honogt 4uus deesh tsag ajilna,office iin ajil,daatgal tuldug,fashion,health/beauty,education,food,marketing/customer service,event,IT/creative,barilga,jolooch/hurgelt,ugaalga/tsewerlegee
11810,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Kanagawa,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
11814,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Tokyo,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11817,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Kanagawa,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
11818,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Saitama,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
11819,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Saitama,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11821,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Aichi,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
11825,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Kanagawa,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
11826,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Aichi,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
11828,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Kanagawa,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
11829,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Tokyo,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
11831,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Oosaka,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
11833,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Tokyo,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
11835,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Kanagawa,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
11837,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Kanagawa,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
11841,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Aichi,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
11843,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Chiba,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
11848,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Aichi,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
11850,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Kanagawa,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
11851,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Chiba,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11854,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Aichi,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
11855,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Kanagawa,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
11857,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Saitama,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
11862,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Kanagawa,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
11865,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Saitama,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11869,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Oosaka,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
11871,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Tokyo,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
11872,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Oosaka,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
11873,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Tokyo,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
11874,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Oosaka,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
11878,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Tokyo,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
11882,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Saitama,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
11883,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Saitama,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
11884,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Aichi,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
11885,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Oosaka,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
11887,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Tokyo,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
11888,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Saitama,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
11892,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Kanagawa,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
11897,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Tokyo,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
11898,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Tokyo,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11899,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Tokyo,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11900,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Oosaka,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
11901,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Tokyo,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
11903,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Chiba,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
11906,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Tokyo,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
11909,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Kanagawa,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
11911,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Chiba,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
11915,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Kanagawa,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
11916,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Oosaka,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
11917,イベント・キャンペーン・アミューズメント,イベント・キャンペーン,Kanagawa,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
12047,IT・クリエイティブ,システムエンジニア・プログラマー,Saitama,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12192,軽作業・物流・製造,梱包・仕分け・ピッキング,Tokyo,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12193,軽作業・物流・製造,梱包・仕分け・ピッキング,Saitama,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
12194,軽作業・物流・製造,梱包・仕分け・ピッキング,Oosaka,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12195,軽作業・物流・製造,梱包・仕分け・ピッキング,Oosaka,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
12196,軽作業・物流・製造,梱包・仕分け・ピッキング,Aichi,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12197,軽作業・物流・製造,梱包・仕分け・ピッキング,Aichi,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12198,軽作業・物流・製造,梱包・仕分け・ピッキング,Kanagawa,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
12199,軽作業・物流・製造,梱包・仕分け・ピッキング,Saitama,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12200,軽作業・物流・製造,梱包・仕分け・ピッキング,Tokyo,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
12204,軽作業・物流・製造,梱包・仕分け・ピッキング,Tokyo,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12207,軽作業・物流・製造,梱包・仕分け・ピッキング,Tokyo,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12208,軽作業・物流・製造,梱包・仕分け・ピッキング,Kanagawa,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12212,軽作業・物流・製造,梱包・仕分け・ピッキング,Chiba,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
12213,軽作業・物流・製造,梱包・仕分け・ピッキング,Chiba,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
12222,軽作業・物流・製造,梱包・仕分け・ピッキング,Oosaka,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
12226,軽作業・物流・製造,梱包・仕分け・ピッキング,Kanagawa,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
12227,軽作業・物流・製造,梱包・仕分け・ピッキング,Kanagawa,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12228,軽作業・物流・製造,梱包・仕分け・ピッキング,Kanagawa,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12231,軽作業・物流・製造,梱包・仕分け・ピッキング,Kanagawa,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
12232,軽作業・物流・製造,梱包・仕分け・ピッキング,Tokyo,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
12233,軽作業・物流・製造,梱包・仕分け・ピッキング,Kanagawa,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
12235,軽作業・物流・製造,梱包・仕分け・ピッキング,Saitama,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12236,軽作業・物流・製造,梱包・仕分け・ピッキング,Kanagawa,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12240,軽作業・物流・製造,梱包・仕分け・ピッキング,Oosaka,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12246,軽作業・物流・製造,梱包・仕分け・ピッキング,Kanagawa,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12247,軽作業・物流・製造,梱包・仕分け・ピッキング,Tokyo,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
12248,軽作業・物流・製造,梱包・仕分け・ピッキング,Aichi,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
12252,軽作業・物流・製造,梱包・仕分け・ピッキング,Tokyo,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12253,軽作業・物流・製造,梱包・仕分け・ピッキング,Tokyo,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12255,軽作業・物流・製造,梱包・仕分け・ピッキング,Oosaka,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
12258,軽作業・物流・製造,梱包・仕分け・ピッキング,Oosaka,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
12261,軽作業・物流・製造,梱包・仕分け・ピッキング,Chiba,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
12262,軽作業・物流・製造,梱包・仕分け・ピッキング,Chiba,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12264,軽作業・物流・製造,梱包・仕分け・ピッキング,Oosaka,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12268,軽作業・物流・製造,梱包・仕分け・ピッキング,Oosaka,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
12269,軽作業・物流・製造,梱包・仕分け・ピッキング,Aichi,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12272,軽作業・物流・製造,梱包・仕分け・ピッキング,Tokyo,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12276,軽作業・物流・製造,梱包・仕分け・ピッキング,Tokyo,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12277,軽作業・物流・製造,梱包・仕分け・ピッキング,Aichi,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12278,軽作業・物流・製造,梱包・仕分け・ピッキング,Tokyo,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12596,ドライバー・配達,配送・配達・ドライバー,Kanagawa,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12598,ドライバー・配達,配送・配達・ドライバー,Tokyo,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
12601,ドライバー・配達,配送・配達・ドライバー,Chiba,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12602,ドライバー・配達,配送・配達・ドライバー,Tokyo,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12604,ドライバー・配達,配送・配達・ドライバー,Tokyo,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12605,ドライバー・配達,配送・配達・ドライバー,Aichi,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
12606,ドライバー・配達,配送・配達・ドライバー,Aichi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12607,ドライバー・配達,配送・配達・ドライバー,Oosaka,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12608,ドライバー・配達,配送・配達・ドライバー,Oosaka,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12609,ドライバー・配達,配送・配達・ドライバー,Oosaka,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12614,ドライバー・配達,配送・配達・ドライバー,Tokyo,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12617,ドライバー・配達,配送・配達・ドライバー,Chiba,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12619,ドライバー・配達,配送・配達・ドライバー,Tokyo,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12620,ドライバー・配達,配送・配達・ドライバー,Tokyo,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12880,建築・設備・アクティブワーク,建築・土木・設備,Kanagawa,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12882,建築・設備・アクティブワーク,建築・土木・設備,Kanagawa,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12887,建築・設備・アクティブワーク,建築・土木・設備,Oosaka,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12888,建築・設備・アクティブワーク,建築・土木・設備,Tokyo,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12891,建築・設備・アクティブワーク,建築・土木・設備,Kanagawa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12894,建築・設備・アクティブワーク,建築・土木・設備,Tokyo,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12895,建築・設備・アクティブワーク,建築・土木・設備,Saitama,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12900,建築・設備・アクティブワーク,建築・土木・設備,Tokyo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13050,清掃・警備・ビルメンテナンス,清掃・ハウスクリーニング,Tokyo,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13051,清掃・警備・ビルメンテナンス,清掃・ハウスクリーニング,Kanagawa,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13056,清掃・警備・ビルメンテナンス,清掃・ハウスクリーニング,Tokyo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13058,清掃・警備・ビルメンテナンス,清掃・ハウスクリーニング,Tokyo,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
13060,清掃・警備・ビルメンテナンス,清掃・ハウスクリーニング,Kanagawa,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
